Age,Gender,Years at Company,Monthly Income,Work-Life Balance,Job Satisfaction,Performance Rating,Number of Promotions,Overtime,Distance from Home,Education Level,Marital Status,Number of Dependents,Job Level,Company Size,Company Tenure,Remote Work,Leadership Opportunities,Innovation Opportunities,Company Reputation,Employee Recognition,Attrition
47,Male,16,3245,Fair,High,Average,1,Yes,76,Master’s Degree,Divorced,0,Mid,Large,37,No,No,No,Good,Very High,Left
47,Female,3,6728,Excellent,Very High,Average,1,No,98,Associate Degree,Divorced,5,Entry,Small,52,No,No,No,Good,Low,Left
37,Male,15,10263,Good,High,Average,0,No,97,Bachelor’s Degree,Divorced,3,Senior,Medium,81,No,No,Yes,Poor,Low,Stayed
29,Male,2,5387,Good,High,Average,2,No,57,Associate Degree,Married,0,Entry,Large,36,No,No,No,Good,High,Left
35,Female,21,5360,Excellent,High,Low,3,No,6,High School,Married,1,Senior,Small,59,No,No,Yes,Good,Low,Stayed
29,Male,11,5651,Poor,Medium,Average,3,No,75,Associate Degree,Single,1,Entry,Medium,12,No,No,Yes,Poor,Low,Left
57,Male,29,7358,Good,Very High,Average,1,Yes,40,Associate Degree,Married,2,Entry,Large,37,No,No,Yes,Excellent,Medium,Stayed
18,Male,2,8780,Fair,Very High,Below Average,0,No,84,Associate Degree,Single,2,Entry,Medium,41,No,No,No,Good,Low,Left
54,Female,32,3611,Fair,Very High,Average,2,No,29,Master’s Degree,Single,4,Senior,Medium,41,No,No,No,Poor,Low,Stayed
44,Female,5,7654,Fair,Very High,Average,0,No,27,PhD,Married,4,Mid,Small,12,No,No,No,Good,Medium,Stayed
53,Male,12,9151,Excellent,High,High,0,No,24,High School,Divorced,4,Senior,Large,67,No,No,No,Good,High,Stayed
20,Male,6,5026,Good,High,Average,1,Yes,39,Associate Degree,Single,2,Entry,Small,52,No,No,No,Good,Medium,Stayed
24,Male,7,7543,Poor,Medium,Average,0,No,67,Associate Degree,Married,2,Mid,Small,24,No,No,No,Good,Low,Left
42,Female,7,4213,Poor,High,Average,3,No,46,Master’s Degree,Married,4,Mid,Medium,75,No,No,No,Good,Medium,Stayed
25,Female,8,4823,Poor,High,Average,0,No,83,Bachelor’s Degree,Single,2,Mid,Small,67,No,No,No,Good,High,Left
18,Male,6,3872,Good,Very High,High,0,Yes,86,Bachelor’s Degree,Single,1,Mid,Medium,48,No,No,No,Good,Medium,Left
43,Male,30,9130,Excellent,High,Average,2,No,27,High School,Married,4,Senior,Medium,35,No,No,No,Good,Medium,Stayed
28,Male,6,3593,Poor,Very High,Average,1,Yes,9,Associate Degree,Married,2,Senior,Small,15,No,No,No,Excellent,High,Left
51,Male,42,5175,Good,High,Average,1,Yes,99,Associate Degree,Single,1,Senior,Large,83,No,No,No,Excellent,Medium,Left
55,Female,19,8119,Good,High,Average,0,No,93,Bachelor’s Degree,Married,1,Senior,Small,41,No,No,No,Fair,Low,Stayed
21,Male,5,6536,Good,Medium,Average,2,No,76,High School,Single,2,Mid,Medium,23,No,Yes,No,Poor,Medium,Left
54,Female,45,4814,Excellent,Medium,Average,0,Yes,10,High School,Divorced,1,Mid,Medium,95,No,No,Yes,Excellent,High,Stayed
43,Female,7,8021,Fair,High,Average,0,No,4,Bachelor’s Degree,Married,0,Senior,Small,39,No,No,No,Good,Low,Left
23,Male,15,9162,Good,Medium,Average,2,No,85,Bachelor’s Degree,Married,1,Senior,Large,59,No,No,No,Poor,Low,Stayed
54,Female,19,7608,Poor,Very High,Below Average,0,Yes,32,Associate Degree,Married,5,Mid,Medium,57,No,No,No,Fair,High,Left
39,Male,15,7554,Good,High,High,0,No,37,High School,Single,2,Mid,Medium,18,No,No,No,Poor,Low,Left
26,Female,9,8330,Good,High,Average,2,No,75,Associate Degree,Single,0,Senior,Medium,66,No,No,Yes,Excellent,Medium,Stayed
28,Male,16,7640,Good,High,Average,3,Yes,17,Associate Degree,Single,3,Senior,Medium,95,Yes,No,No,Good,Low,Stayed
24,Female,9,9502,Fair,High,Average,0,Yes,47,Associate Degree,Married,4,Mid,Small,88,No,No,No,Good,High,Left
36,Male,19,7674,Good,Very High,Average,0,No,42,Master’s Degree,Married,1,Entry,Medium,22,No,No,No,Good,Very High,Left
18,Male,10,9890,Good,Very High,Average,0,Yes,49,High School,Married,1,Entry,Medium,55,Yes,No,No,Poor,Medium,Left
48,Female,24,5555,Excellent,Medium,Average,2,No,72,High School,Married,2,Entry,Small,86,No,No,No,Good,Very High,Stayed
56,Male,24,10283,Fair,High,Average,0,No,26,Master’s Degree,Divorced,1,Entry,Medium,34,Yes,No,No,Good,Medium,Stayed
23,Male,2,5405,Poor,High,Average,4,No,19,Bachelor’s Degree,Single,1,Entry,Medium,25,No,No,No,Good,Medium,Left
31,Male,15,6069,Poor,High,Average,0,Yes,27,High School,Married,2,Mid,Large,36,No,No,No,Poor,Low,Left
54,Male,37,8740,Fair,High,Average,0,No,27,Associate Degree,Single,0,Mid,Small,93,No,No,No,Excellent,Low,Left
28,Male,17,5790,Good,Very High,Average,1,No,16,High School,Married,0,Senior,Medium,89,No,No,No,Poor,Low,Stayed
47,Female,11,8309,Excellent,High,Average,0,No,32,High School,Married,4,Entry,Small,42,Yes,No,No,Poor,Medium,Stayed
58,Male,31,7991,Good,Very High,Average,0,No,94,PhD,Single,0,Entry,Small,65,No,No,No,Good,High,Left
56,Male,11,8105,Excellent,Medium,Average,0,No,74,Bachelor’s Degree,Divorced,0,Entry,Small,34,No,No,Yes,Good,Medium,Left
36,Male,28,4999,Excellent,Medium,High,0,Yes,3,Bachelor’s Degree,Divorced,2,Mid,Medium,32,Yes,No,No,Good,Low,Stayed
57,Female,7,8608,Fair,Low,Average,1,No,33,Master’s Degree,Single,0,Senior,Large,28,Yes,No,Yes,Good,Medium,Stayed
37,Female,18,10519,Good,Very High,Below Average,0,No,6,Bachelor’s Degree,Married,1,Senior,Large,82,No,No,No,Excellent,Very High,Stayed
54,Female,14,7468,Good,High,Average,1,Yes,57,Associate Degree,Single,1,Mid,Medium,50,No,No,No,Good,High,Left
27,Female,8,4435,Poor,Very High,Average,2,No,14,Associate Degree,Married,1,Mid,Small,41,No,No,No,Good,Low,Left
52,Male,38,9050,Good,Medium,Average,1,No,30,Associate Degree,Single,1,Entry,Large,66,No,No,No,Good,Medium,Stayed
21,Male,3,6331,Excellent,High,Average,0,No,27,Master’s Degree,Married,1,Mid,Medium,53,No,No,No,Fair,Low,Stayed
53,Male,20,8808,Fair,Medium,Average,0,No,35,Master’s Degree,Married,0,Mid,Small,29,No,No,No,Good,Medium,Stayed
32,Male,13,7727,Fair,High,Average,1,No,82,Associate Degree,Married,1,Entry,Small,14,No,No,No,Good,Low,Left
37,Male,22,13066,Good,Medium,Average,0,No,2,Master’s Degree,Married,3,Entry,Large,93,No,No,Yes,Good,Medium,Stayed
54,Male,21,8061,Fair,High,Below Average,2,No,62,Associate Degree,Single,3,Senior,Medium,54,No,No,No,Good,Low,Stayed
28,Female,17,8863,Good,High,High,2,Yes,8,Bachelor’s Degree,Divorced,2,Entry,Large,91,Yes,No,No,Good,Low,Stayed
36,Male,6,9900,Excellent,Very High,Below Average,2,Yes,3,Associate Degree,Single,0,Mid,Medium,21,No,No,No,Poor,Medium,Left
51,Male,41,3791,Good,High,Average,2,Yes,20,High School,Single,4,Entry,Medium,114,Yes,No,No,Good,Low,Left
55,Female,4,10096,Good,Very High,Average,2,Yes,15,Master’s Degree,Single,0,Mid,Medium,83,No,No,No,Fair,High,Left
36,Male,24,4032,Good,High,Average,1,No,5,Master’s Degree,Married,2,Entry,Large,43,No,No,No,Good,High,Left
58,Male,4,9883,Fair,High,Average,0,Yes,19,Bachelor’s Degree,Single,2,Entry,Medium,37,No,No,No,Good,High,Left
22,Male,7,8834,Good,High,Average,2,Yes,51,Associate Degree,Married,2,Senior,Small,58,Yes,No,No,Fair,Low,Stayed
37,Male,27,4457,Poor,High,High,0,No,37,Bachelor’s Degree,Divorced,0,Entry,Medium,67,No,No,No,Poor,Low,Left
26,Male,17,9242,Fair,High,Average,0,No,40,PhD,Married,0,Mid,Small,86,No,No,No,Good,Very High,Stayed
48,Female,35,9719,Excellent,High,Average,1,No,40,Master’s Degree,Single,3,Entry,Small,69,No,No,Yes,Good,Medium,Left
44,Female,26,4817,Good,High,Average,1,Yes,56,Associate Degree,Single,3,Entry,Medium,40,Yes,No,No,Poor,High,Stayed
19,Male,8,9465,Excellent,Very High,Average,2,No,53,Associate Degree,Divorced,0,Mid,Medium,32,No,No,No,Poor,Medium,Stayed
41,Male,16,7329,Fair,High,Average,0,No,81,Bachelor’s Degree,Divorced,1,Mid,Small,43,No,No,No,Poor,Low,Stayed
42,Male,3,4758,Poor,Low,Below Average,0,No,49,High School,Married,4,Mid,Medium,15,Yes,No,Yes,Poor,High,Stayed
24,Female,3,6266,Good,Very High,Average,2,No,48,High School,Married,0,Mid,Medium,30,No,No,No,Fair,Medium,Left
38,Male,1,7659,Fair,Medium,Low,0,No,34,Master’s Degree,Married,0,Mid,Small,12,No,No,No,Excellent,Medium,Left
42,Female,10,8942,Good,High,Below Average,1,Yes,70,Bachelor’s Degree,Divorced,1,Senior,Small,87,No,No,Yes,Fair,High,Stayed
39,Male,21,4369,Good,High,Low,0,No,22,Associate Degree,Married,1,Mid,Large,31,No,No,Yes,Poor,Low,Left
44,Female,23,6838,Fair,Very High,Average,2,Yes,64,Master’s Degree,Single,0,Entry,Medium,26,Yes,No,No,Poor,Low,Left
32,Female,11,8295,Good,High,High,2,No,43,High School,Married,2,Mid,Medium,81,No,No,No,Good,Low,Stayed
40,Female,15,4205,Fair,Very High,Average,0,No,93,Bachelor’s Degree,Married,4,Entry,Medium,31,Yes,Yes,No,Fair,Medium,Stayed
18,Female,6,7539,Fair,Very High,Below Average,2,No,77,Master’s Degree,Single,1,Senior,Medium,26,Yes,No,Yes,Poor,Low,Left
45,Male,3,7666,Fair,High,Average,0,No,12,Bachelor’s Degree,Single,0,Mid,Small,10,No,No,Yes,Good,Low,Left
34,Male,25,7988,Good,Medium,Average,2,Yes,84,High School,Married,3,Entry,Small,29,No,No,No,Good,Low,Left
34,Female,17,9358,Fair,High,High,2,Yes,55,Bachelor’s Degree,Single,1,Mid,Medium,85,No,No,No,Poor,High,Left
57,Female,36,8921,Poor,Low,Average,2,No,71,Bachelor’s Degree,Married,2,Mid,Large,44,No,No,No,Poor,Low,Left
46,Male,20,9652,Fair,Very High,High,0,Yes,43,Bachelor’s Degree,Married,3,Entry,Small,52,Yes,No,No,Good,High,Left
23,Male,6,4604,Poor,High,Below Average,2,No,29,High School,Divorced,0,Mid,Medium,59,No,No,No,Good,High,Stayed
43,Female,22,7553,Poor,Very High,Average,0,No,65,Bachelor’s Degree,Married,1,Mid,Large,72,Yes,No,Yes,Good,Low,Stayed
35,Male,7,6892,Fair,Very High,Below Average,1,No,48,PhD,Single,1,Senior,Medium,9,No,No,No,Excellent,High,Stayed
35,Female,25,7842,Good,Medium,Average,1,No,44,High School,Married,0,Entry,Medium,95,No,No,No,Good,High,Stayed
38,Male,1,9069,Fair,High,High,1,No,96,Associate Degree,Divorced,1,Mid,Medium,47,No,No,No,Fair,Medium,Stayed
45,Female,4,6389,Fair,Medium,Average,0,Yes,88,Bachelor’s Degree,Single,0,Entry,Medium,76,Yes,No,No,Excellent,Low,Left
49,Male,15,3882,Excellent,High,Average,0,Yes,74,High School,Married,0,Senior,Medium,34,Yes,No,No,Excellent,Low,Stayed
51,Male,28,4202,Good,Very High,Average,0,No,24,Bachelor’s Degree,Married,1,Mid,Medium,52,Yes,No,Yes,Poor,Medium,Stayed
34,Female,24,6189,Good,Low,High,1,No,49,Bachelor’s Degree,Married,1,Entry,Large,59,Yes,Yes,No,Good,Low,Stayed
56,Female,40,5626,Excellent,Very High,Average,1,No,6,Bachelor’s Degree,Divorced,0,Entry,Medium,72,No,No,Yes,Good,Medium,Left
40,Female,29,8281,Good,High,High,0,No,13,High School,Single,3,Entry,Small,60,Yes,No,No,Good,Medium,Left
35,Male,19,6846,Good,High,Average,3,No,35,Associate Degree,Married,4,Mid,Medium,75,No,No,No,Good,High,Stayed
52,Male,4,10040,Fair,Low,Below Average,4,Yes,11,Master’s Degree,Divorced,0,Entry,Medium,16,No,No,No,Excellent,High,Stayed
22,Female,13,10556,Fair,Medium,Average,2,Yes,61,High School,Married,4,Entry,Medium,65,No,No,No,Good,High,Stayed
38,Female,7,7834,Excellent,Low,Average,0,No,43,Bachelor’s Degree,Divorced,1,Entry,Large,27,Yes,No,Yes,Good,Low,Stayed
51,Male,14,4394,Fair,High,Average,0,No,45,High School,Married,3,Mid,Medium,16,No,Yes,No,Good,Medium,Stayed
52,Female,12,6071,Poor,High,Below Average,0,Yes,53,Associate Degree,Single,1,Senior,Medium,65,Yes,No,No,Fair,Low,Left
33,Male,6,7246,Poor,Medium,High,1,Yes,87,High School,Single,5,Senior,Medium,11,No,No,No,Excellent,High,Left
33,Female,1,10446,Excellent,Very High,Average,0,No,62,Bachelor’s Degree,Divorced,2,Mid,Medium,19,No,No,No,Good,Medium,Left
41,Female,22,5366,Excellent,Very High,High,0,Yes,14,Master’s Degree,Married,4,Senior,Medium,49,Yes,No,No,Poor,Medium,Stayed
23,Female,15,6001,Fair,High,Below Average,0,No,74,Bachelor’s Degree,Married,2,Mid,Medium,28,No,Yes,No,Good,High,Stayed
59,Male,16,10859,Good,High,Average,1,No,71,Associate Degree,Single,4,Senior,Medium,88,No,No,No,Good,Low,Left
26,Female,10,9870,Poor,High,Average,0,Yes,12,Associate Degree,Married,2,Mid,Small,74,No,No,No,Excellent,Low,Left
20,Female,2,5846,Fair,Medium,High,1,No,31,Bachelor’s Degree,Single,3,Mid,Small,52,No,No,No,Good,High,Left
32,Male,17,8665,Fair,High,Average,2,No,50,Associate Degree,Single,4,Mid,Medium,20,Yes,No,Yes,Good,High,Left
47,Male,13,9827,Fair,Low,Below Average,1,Yes,11,Bachelor’s Degree,Married,3,Senior,Medium,48,No,No,No,Good,Low,Stayed
55,Female,18,6129,Good,High,Average,0,No,31,Bachelor’s Degree,Single,0,Senior,Medium,52,Yes,No,No,Good,High,Stayed
56,Male,9,5316,Good,High,Average,0,No,55,Associate Degree,Single,1,Entry,Medium,52,No,No,No,Poor,Low,Left
22,Female,13,10926,Fair,Medium,High,0,No,19,Master’s Degree,Divorced,4,Mid,Medium,45,No,No,No,Fair,Low,Stayed
58,Female,23,9238,Fair,High,Average,0,Yes,99,Associate Degree,Single,1,Entry,Medium,63,No,No,No,Poor,High,Left
44,Male,14,9952,Fair,Medium,High,0,No,29,Master’s Degree,Married,2,Entry,Small,65,No,No,No,Excellent,High,Left
43,Male,20,10755,Poor,Very High,Average,2,Yes,63,Associate Degree,Married,0,Entry,Medium,99,No,No,No,Good,Medium,Left
19,Female,2,4065,Fair,High,Average,1,No,51,Bachelor’s Degree,Married,4,Entry,Medium,72,No,No,No,Poor,Low,Left
27,Female,4,10639,Excellent,Medium,Average,0,Yes,91,Master’s Degree,Married,0,Mid,Medium,68,Yes,No,No,Fair,High,Stayed
54,Male,34,6143,Good,High,Average,0,Yes,80,Bachelor’s Degree,Single,3,Mid,Medium,88,No,No,No,Good,Low,Stayed
18,Male,7,9173,Good,High,Average,0,Yes,70,High School,Married,1,Mid,Medium,74,No,No,No,Fair,Low,Left
19,Male,11,6206,Good,High,Average,2,Yes,18,Bachelor’s Degree,Married,2,Senior,Small,16,No,No,No,Poor,High,Stayed
20,Male,4,4344,Poor,High,Average,0,No,7,Associate Degree,Single,0,Senior,Medium,52,Yes,No,No,Fair,Low,Stayed
42,Female,30,4196,Good,Low,Average,0,No,39,Associate Degree,Single,0,Senior,Medium,99,No,No,No,Good,Low,Stayed
52,Female,14,8087,Fair,Very High,Below Average,0,Yes,90,Master’s Degree,Single,0,Mid,Medium,24,No,Yes,No,Good,Medium,Left
55,Female,11,8914,Excellent,Medium,High,0,Yes,35,Bachelor’s Degree,Married,0,Senior,Large,15,Yes,No,No,Poor,Low,Stayed
43,Female,32,6861,Good,Low,High,2,Yes,18,Associate Degree,Married,0,Mid,Medium,79,No,No,No,Good,Low,Stayed
34,Female,12,7428,Good,Very High,High,0,No,74,High School,Married,4,Mid,Large,52,No,No,Yes,Fair,Low,Stayed
59,Female,3,5990,Good,High,Average,0,Yes,15,Associate Degree,Single,0,Entry,Small,82,No,No,No,Fair,Medium,Left
40,Male,15,6933,Poor,Very High,Below Average,2,Yes,56,Master’s Degree,Divorced,2,Mid,Large,85,No,No,No,Excellent,Medium,Left
43,Male,22,7961,Poor,Medium,Below Average,3,No,44,Associate Degree,Divorced,4,Entry,Small,74,No,No,No,Good,High,Left
43,Male,9,4968,Good,Medium,Below Average,2,Yes,28,Bachelor’s Degree,Divorced,3,Entry,Medium,79,Yes,No,No,Good,High,Left
37,Female,18,4995,Poor,High,High,0,No,74,Associate Degree,Divorced,2,Senior,Small,52,Yes,No,No,Good,High,Stayed
24,Female,8,5944,Good,High,Average,0,Yes,84,Bachelor’s Degree,Single,0,Mid,Medium,20,No,No,No,Poor,Medium,Left
42,Male,28,4335,Fair,Low,Average,0,No,81,Master’s Degree,Divorced,2,Mid,Medium,89,No,No,No,Fair,Medium,Stayed
49,Male,5,13397,Good,High,Average,0,Yes,73,High School,Single,0,Mid,Medium,70,No,No,No,Excellent,High,Left
37,Female,27,6831,Excellent,High,Average,1,No,61,Bachelor’s Degree,Married,2,Mid,Medium,105,No,No,No,Good,Low,Stayed
39,Female,24,8364,Excellent,Medium,High,0,No,16,High School,Married,5,Senior,Small,100,No,No,No,Poor,High,Stayed
27,Female,4,8968,Excellent,High,High,1,Yes,57,High School,Single,1,Entry,Large,51,No,No,No,Poor,Medium,Left
30,Male,2,3596,Fair,Medium,High,2,Yes,48,High School,Single,1,Mid,Medium,57,No,No,No,Good,High,Left
36,Male,12,7337,Excellent,High,Average,3,Yes,14,High School,Married,4,Entry,Medium,50,No,No,No,Good,Medium,Stayed
29,Male,3,7655,Excellent,Medium,High,2,No,98,Bachelor’s Degree,Married,4,Entry,Medium,37,Yes,No,Yes,Poor,Medium,Stayed
48,Female,38,8523,Good,Very High,Average,2,No,6,Associate Degree,Single,1,Entry,Small,79,Yes,No,Yes,Good,Low,Stayed
56,Male,12,11124,Good,Medium,High,2,Yes,42,Bachelor’s Degree,Single,4,Entry,Small,89,Yes,No,No,Good,High,Stayed
55,Male,33,10417,Poor,Low,Average,1,Yes,51,Master’s Degree,Divorced,3,Mid,Large,93,No,No,No,Good,Medium,Left
48,Female,27,5461,Fair,Very High,Average,1,No,20,Master’s Degree,Married,1,Mid,Large,44,No,No,No,Good,Very High,Stayed
46,Male,2,4355,Good,High,High,0,Yes,52,Associate Degree,Married,1,Entry,Medium,7,No,No,No,Good,Medium,Stayed
57,Male,32,6263,Good,Medium,Low,2,Yes,61,Bachelor’s Degree,Married,2,Senior,Small,59,No,No,No,Excellent,Medium,Stayed
44,Male,36,9546,Good,High,Below Average,0,No,87,Bachelor’s Degree,Married,0,Entry,Medium,103,No,No,No,Poor,Medium,Stayed
31,Male,1,5978,Fair,Very High,Average,0,No,13,Bachelor’s Degree,Single,0,Senior,Medium,33,No,No,No,Fair,Low,Stayed
19,Female,1,7454,Poor,Medium,High,0,No,52,PhD,Married,5,Entry,Medium,56,No,No,No,Fair,Medium,Left
34,Male,9,7083,Good,High,Average,0,No,33,Associate Degree,Married,2,Mid,Large,41,No,No,Yes,Fair,Low,Stayed
39,Male,20,7437,Good,Medium,Average,2,Yes,96,Master’s Degree,Single,1,Mid,Medium,64,Yes,No,No,Good,Medium,Left
55,Male,22,8370,Fair,High,Average,1,No,34,Associate Degree,Single,2,Senior,Small,61,No,No,No,Fair,Medium,Stayed
18,Male,10,12302,Good,High,Average,0,No,2,Master’s Degree,Married,1,Entry,Medium,83,No,No,Yes,Good,Medium,Stayed
25,Male,16,4290,Poor,Very High,Average,0,No,97,High School,Married,0,Entry,Medium,86,No,No,Yes,Fair,Low,Left
23,Female,3,11234,Fair,Medium,Below Average,1,No,93,Master’s Degree,Single,0,Entry,Large,50,No,No,Yes,Poor,Low,Left
48,Male,32,6798,Poor,Medium,Average,0,No,78,High School,Married,0,Entry,Medium,59,No,No,No,Fair,High,Left
25,Female,2,4236,Fair,Very High,Low,1,No,83,Associate Degree,Divorced,1,Mid,Large,69,No,Yes,No,Excellent,Medium,Left
53,Male,5,3550,Excellent,Low,Average,0,No,68,High School,Single,4,Entry,Small,12,No,No,No,Fair,Medium,Left
44,Male,32,6367,Fair,Medium,Below Average,3,No,53,High School,Single,1,Mid,Large,110,No,Yes,No,Poor,Low,Stayed
45,Male,16,6414,Fair,Medium,High,2,No,95,PhD,Single,0,Mid,Medium,75,No,No,No,Fair,High,Stayed
35,Male,15,7345,Fair,High,Average,0,Yes,56,Associate Degree,Single,5,Entry,Small,36,No,No,No,Good,Low,Left
46,Male,20,9916,Fair,Medium,Average,1,Yes,83,Associate Degree,Married,1,Entry,Medium,39,No,No,Yes,Good,Very High,Left
22,Female,2,3949,Good,High,High,0,Yes,15,Bachelor’s Degree,Married,1,Entry,Medium,12,No,No,No,Fair,Low,Left
49,Male,16,9977,Poor,High,Average,0,No,24,Bachelor’s Degree,Single,1,Entry,Medium,45,No,No,No,Fair,High,Left
41,Male,17,6914,Poor,Medium,Average,0,No,50,Bachelor’s Degree,Single,0,Entry,Medium,76,No,No,Yes,Good,High,Left
47,Male,2,5698,Fair,Low,Average,1,Yes,91,Master’s Degree,Divorced,2,Entry,Small,42,No,No,No,Excellent,Low,Left
48,Male,13,4867,Good,High,High,0,Yes,8,Bachelor’s Degree,Single,1,Entry,Medium,37,No,No,No,Good,Medium,Left
42,Male,27,5341,Good,High,Average,0,Yes,75,Bachelor’s Degree,Single,1,Entry,Medium,40,Yes,Yes,No,Good,Low,Stayed
21,Female,12,9336,Fair,High,Average,0,No,80,Master’s Degree,Divorced,1,Senior,Medium,33,No,No,No,Poor,Low,Stayed
19,Female,6,8277,Good,Very High,Average,1,Yes,89,High School,Single,0,Entry,Medium,15,No,No,No,Excellent,Very High,Left
31,Female,11,5736,Fair,High,Average,2,No,21,High School,Single,0,Entry,Small,31,Yes,No,No,Fair,Low,Left
51,Male,2,7035,Good,High,Average,1,No,32,High School,Single,4,Entry,Medium,80,Yes,No,No,Good,Medium,Stayed
43,Male,14,5692,Fair,Medium,Average,0,Yes,62,Associate Degree,Married,0,Entry,Medium,40,No,No,No,Fair,Low,Left
20,Female,4,8925,Good,High,Below Average,1,No,31,Associate Degree,Married,1,Entry,Medium,76,No,No,No,Good,Medium,Left
51,Female,13,9040,Good,High,High,2,No,72,Bachelor’s Degree,Married,0,Entry,Large,48,No,No,No,Good,Low,Left
32,Male,16,9234,Good,Low,High,2,No,1,Bachelor’s Degree,Married,2,Entry,Large,59,No,No,No,Fair,Medium,Left
50,Male,20,6481,Good,High,Average,0,Yes,55,Master’s Degree,Married,0,Mid,Medium,29,No,No,No,Good,Low,Stayed
45,Male,29,3965,Good,High,Average,1,No,67,Bachelor’s Degree,Married,2,Mid,Small,35,No,No,No,Fair,High,Stayed
24,Female,5,9181,Good,High,Average,0,No,23,High School,Married,2,Senior,Medium,53,No,No,No,Poor,Medium,Stayed
40,Female,8,5635,Good,Low,Low,1,No,98,Bachelor’s Degree,Married,1,Entry,Medium,11,No,No,No,Poor,Low,Left
40,Female,22,6353,Fair,Very High,Average,0,No,20,Associate Degree,Married,3,Mid,Medium,96,No,No,No,Good,Medium,Left
32,Female,7,9947,Excellent,High,Average,0,Yes,21,Master’s Degree,Divorced,0,Mid,Medium,78,No,No,No,Poor,High,Left
43,Female,33,5050,Fair,High,High,4,Yes,30,Master’s Degree,Single,0,Mid,Medium,58,No,No,No,Poor,Medium,Left
24,Female,13,3903,Excellent,Low,Below Average,0,Yes,81,Associate Degree,Married,0,Entry,Medium,61,No,No,No,Excellent,Low,Left
51,Male,18,8700,Poor,High,Average,2,No,59,Bachelor’s Degree,Married,0,Senior,Medium,78,Yes,No,Yes,Good,Low,Stayed
57,Male,21,8384,Excellent,Very High,Average,2,No,67,Associate Degree,Single,1,Entry,Medium,45,No,No,No,Good,Low,Left
51,Male,4,6347,Fair,High,Average,1,Yes,95,High School,Single,0,Mid,Large,7,No,No,No,Poor,High,Left
56,Female,15,6509,Good,Medium,Average,1,No,62,High School,Single,3,Senior,Medium,41,No,No,Yes,Excellent,High,Stayed
59,Male,16,2701,Good,High,Below Average,2,No,10,Bachelor’s Degree,Single,0,Mid,Medium,45,No,No,No,Fair,Medium,Left
20,Male,4,10279,Poor,Medium,Average,0,No,89,High School,Single,4,Mid,Medium,51,No,No,No,Poor,High,Left
54,Male,40,7300,Good,High,Average,1,No,25,Associate Degree,Married,0,Entry,Medium,77,No,No,Yes,Good,Low,Stayed
29,Female,15,6061,Fair,High,Average,1,No,27,Bachelor’s Degree,Married,0,Entry,Medium,69,Yes,No,No,Good,High,Left
